ORD,DFW,LAX,ATL,DEN,SFO,IAH,PHX,LAS,SEA,BOS,LGA,JFK,MSP,EWR,DTW,MCO,CLT,BWI,PHL,SLC,MIA,SAN,MDW,DCA,FLL,DAL,HOU,TPA,BNA,STL,PDX,OAK,AUS,CLE,SMF,SJC,SNA,MCI,IAD
-17,20,179,-15,-16,-7,-15,-11,25,-15,-1,-13,-19,-7,-19,26,-17,286,143,15,-2,130,-12,-3,-16,-18,20,-5,-8,-9,-11,17,-15,-12,-15,63,-18,294,-2,95
22,86,1,-12,8,43,-15,-12,3,-17,-4,5,73,-17,21,2,-7,-20,110,-5,-18,-17,-11,-8,-3,5,-13,48,18,20,-1,-18,-13,53,-14,-13,-16,-20,26,60
11,-19,2,2,32,156,-17,-14,12,-5,-6,153,-14,97,6,16,2,3,-7,12,140,-7,-16,-16,19,-7,-19,-20,229,26,-20,12,-19,7,3,-18,-18,-4,32,-11
7,28,141,-11,57,7,-13,-20,10,-17,4,1,-6,189,6,-12,-3,-17,50,-8,132,-19,11,-15,-14,-18,-11,-19,12,-5,31,90,-1,48,19,-18,52,92,9,-17
-7,21,-5,-13,132,28,-19,-3,24,-9,-3,-14,2,47,-6,-11,2345,-18,0,54,-15,39,13,6,-19,-7,32,120,-16,42,8,-15,9,-19,4,12,65,30,-14,-9
-12,-11,9,-13,-17,-19,-10,-11,-16,-12,-13,2,-15,-14,-12,15,-19,23,44,-6,41,8,0,-14,-17,33,-9,-20,-20,-11,34,-3,-10,1,107,-2,-13,78,139,-12
32,-6,17,-20,-19,54,-19,-20,-8,-13,-17,1,2,82,-12,151,8,-20,55,7,-18,-6,39,-11,70,9,-16,2341,164,-18,-16,4,-16,1,45,-20,21,-11,-14,-12
6,-19,-4,-5,138,-5,4,20,-8,-9,-10,2,-13,19,-9,198,-16,12,24,12,-8,5,121,71,2353,123,-20,-6,25,23,5,2,-1,-17,-20,26,3,97,10,219
-8,-11,-3,-1,50,-8,-19,43,78,0,6,-15,-11,64,-16,7,-8,-8,42,41,-15,-9,-15,-15,76,21,2341,-17,29,-11,4,6,-8,-15,83,-18,-19,2345,7,-19
-14,-2,-5,-12,26,-16,-16,25,-17,105,5,2349,30,33,50,-18,-18,-18,107,8,1,15,-1,67,151,14,-19,-19,-10,143,-1,-11,-20,2,38,-11,-7,-14,7,-9
-6,154,0,-14,-11,-18,-20,-11,10,-1,-20,-15,5,1,-18,11,88,-14,4,-11,-1,18,-14,0,67,3,-10,-20,232,-16,63,305,-18,-9,60,68,-7,124,33,-11
17,85,-16,-7,-9,-19,-20,42,101,-11,-3,-15,-11,-4,-19,223,30,-18,39,22,45,89,-9,-20,-17,10,5,-5,-15,-12,-4,24,11,-2,-15,-13,28,-19,16,14
-19,53,254,-10,7,-15,0,-19,11,16,27,12,49,6,-17,93,40,-11,4,-1,-3,2352,15,20,32,61,-5,-11,32,-12,-15,11,9,18,-19,-2,-12,-19,66,-13
-20,-13,-19,-19,26,4,-11,-16,34,-20,28,-19,-15,23,-20,-20,15,8,19,-9,-15,140,-17,-16,-14,-8,-13,53,40,2,14,-19,-11,-12,21,-15,-4,-19,35,10
36,68,-20,-17,-15,-5,-18,9,-10,1,-8,-13,11,-11,-10,75,79,-8,-17,-6,9,94,-20,-9,-3,-5,-11,-11,65,-2,-17,-20,-11,55,-14,72,-15,12,26,-19
-13,-13,26,-11,12,68,-14,-13,-4,-10,-15,-20,2,3,-15,19,-11,48,-18,-15,6,118,-19,-8,6,0,-10,-19,38,8,14,136,0,-1,61,-18,97,5,1,-2
4,-18,15,-19,4,-1,54,31,10,6,-18,-18,-4,54,4,0,-20,26,-20,1,-10,-16,-18,-13,-4,-6,10,12,11,-3,74,-11,27,-16,-6,-19,-1,114,-7,106
4,-5,21,-16,32,182,-7,15,-19,-17,-13,-6,31,-17,-3,8,99,-9,7,-17,29,-15,-20,-16,11,1,-10,4,33,-20,-5,-19,-3,2,-8,-16,-17,-14,26,31
-1,6,-19,-16,4,111,-16,83,16,22,10,15,-1,32,-6,-9,-19,9,14,-15,-17,24,27,20,-4,15,-20,-3,20,97,-4,87,16,24,-12,-19,49,-5,108,18
-10,-18,-9,-15,-6,-18,-13,-10,-14,-15,2341,-16,40,-18,142,53,-5,-7,3,7,22,-20,-7,62,13,-16,27,-12,45,-18,3,14,12,2341,-20,104,35,-14,82,23
-7,40,-7,-18,-17,78,46,-19,25,-13,14,-8,22,5,-10,1,-19,13,4,14,107,-9,-19,7,-11,-19,19,9,1,-6,-17,-4,19,41,0,11,-12,-18,-1,63
36,34,135,15,1,-6,6,3,198,6,-5,28,15,124,5,2347,-20,15,-18,5,-17,35,-19,-16,-15,5,45,-16,26,-17,8,494,-16,-4,4,7,-15,-11,-1,42
-15,3,-10,-8,-19,-15,30,-18,-17,86,27,7,68,-18,-17,-17,-14,-9,-4,11,-13,-10,-20,5,-12,14,8,-20,2,214,187,-6,-15,152,20,-13,-18,-6,15,-16
-12,-17,-5,8,-20,-18,147,-12,-18,-16,-15,-7,-1,6,50,96,96,-16,-6,235,-16,-14,42,-17,4,2347,-15,10,31,123,-19,-19,-2,-1,73,104,-4,-16,84,61
-1,0,-19,-16,-9,-17,-6,-16,-13,24,-5,5,7,-17,-8,8,-5,-18,526,65,-10,-17,15,2355,-19,-20,2342,-3,103,40,9,39,14,-9,-20,-9,99,98,2,4
-18,-19,31,2344,34,-12,1,-15,-14,80,-6,5,-16,168,13,18,-3,-20,28,36,-15,-19,-11,-11,56,15,-11,-17,19,-4,-20,18,5,-18,82,2,7,95,-13,3
-5,-20,41,4,-18,8,13,40,-17,-9,-7,10,6,-16,15,108,21,-18,7,-20,-5,16,-12,7,-11,-16,-9,63,94,-19,-6,69,-16,-6,-10,20,-4,157,-15,-9
7,-13,-20,8,69,51,-11,-14,219,168,-20,26,12,-15,-10,-19,-19,-5,-20,-3,-12,80,74,-11,-16,26,0,17,89,-12,-19,13,-13,-15,-8,40,-14,-18,79,-15
-14,87,-6,2340,4,-12,25,-1,-20,-8,-20,10,9,55,-1,-11,-8,-2,16,8,-10,104,29,7,5,27,11,77,39,29,3,-14,59,35,-9,-12,-8,7,3,11
25,10,-13,-6,47,-9,-16,-9,17,10,-16,14,47,27,-19,23,10,1,-11,8,-17,-1,65,-14,35,2340,0,43,164,-2,-16,-4,-18,9,68,53,17,-5,23,63
63,25,-18,-8,-20,6,5,-15,2,-16,9,-6,53,-1,-2,-13,-7,14,50,201,-2,-13,4,-19,16,-19,11,-2,103,12,79,52,52,1,-5,52,-13,2,-14,-20
-20,111,62,-19,-17,-12,11,1,-5,39,-20,10,14,-8,16,115,142,-19,-13,1,275,-20,4,8,81,-9,0,33,97,39,62,23,3,-16,-17,81,-6,18,-3,91
-13,-10,11,-8,50,-20,7,2,201,114,2355,-13,-18,-14,-10,-19,13,-20,293,-5,-15,2345,-19,-20,8,2344,-17,165,89,-20,-4,6,-9,65,-20,-10,78,-15,-6,115
16,61,15,-19,170,-13,2342,-18,-3,9,-16,60,37,-6,-14,84,115,46,1,-19,35,-15,-20,198,-8,37,-4,56,53,-4,4,-20,-16,-1,14,-11,146,41,-4,4
-10,-11,-18,2351,1,16,6,-4,32,-16,-18,99,13,-17,-20,-12,166,-4,-14,-20,89,20,14,-11,5,-19,2,73,48,-2,-18,103,141,-17,-20,28,-12,-14,-11,-16
-12,3,-11,-19,-14,-8,2349,-1,28,81,-15,-3,-12,-14,-20,-12,-7,-20,-3,-19,31,31,-15,51,14,41,-14,103,26,170,-20,-9,-14,25,16,-6,3,-8,0,12
-2,-9,-14,26,-13,-17,-12,-7,-8,-20,-6,-16,3,7,-19,-17,-15,-20,-19,-3,-8,-20,-10,-11,56,-12,20,50,50,4,87,213,-7,-5,-17,17,-16,-9,-14,7
-1,-20,-2,-16,17,108,27,-14,1,-4,-19,16,12,-12,-15,63,-20,-9,8,10,-13,34,-8,88,50,-12,-7,30,-11,-12,3,-9,127,-3,-18,-16,38,-7,16,21
-7,-14,38,-20,32,22,-4,-6,-11,-14,-18,-11,70,-7,52,-19,31,-15,268,8,537,-20,3,-16,20,-19,85,54,73,64,9,-20,-15,-16,128,60,50,-1,-14,-8
12,16,-17,-17,-8,-10,-8,-13,74,12,9,23,9,74,-13,3,19,-12,18,-10,-1,-20,-18,-19,30,-17,41,252,-16,0,9,13,129,-10,73,-20,-19,0,-13,-13
-9,2347,25,95,4,2345,-19,-8,-8,-12,-13,-9,24,16,-9,-18,-10,-20,25,-20,-9,27,70,8,2,24,37,38,38,-15,-19,-1,-15,-17,10,-20,-9,11,31,103
4,29,-3,0,8,-1,7,-11,-8,-14,-1,105,94,-16,-6,-13,193,-19,-8,-18,2345,-16,-18,1,-5,132,-18,200,-11,-4,-4,7,15,40,-20,-7,23,63,-8,-18
-8,-15,-20,12,-19,6,-11,-11,9,-20,2,-19,3,-7,-10,-13,16,-16,-11,-1,12,-2,35,20,-5,-5,-16,314,-18,-19,75,-16,38,-20,-8,15,8,64,-15,9
10,-12,20,-4,-13,78,-9,-6,-18,48,-18,-16,32,-18,-16,0,4,-18,89,-17,6,-14,48,11,-1,186,-9,148,8,184,-15,-19,-10,88,106,-9,1,0,-16,71
-16,52,-20,139,4,-18,-16,13,-6,-20,-15,5,-13,30,-18,-19,-11,-16,3,61,44,199,-9,28,-9,13,26,184,-6,3,14,-15,63,-11,2346,-15,-8,48,78,-17
-15,-13,18,-5,-20,-10,-4,41,-18,198,-13,-9,-9,40,-14,8,15,-14,-19,-20,1,141,-13,-4,6,4,-5,220,-20,62,-16,-17,-20,86,-12,119,11,-7,-19,7
-15,8,-7,-12,1,3,18,-13,-17,-20,-20,-14,53,-18,-6,-3,-20,-18,23,24,54,285,-13,-15,12,-15,-5,104,-20,92,-13,-20,-19,-10,-11,-18,-8,-13,-13,72
-12,2346,32,-20,-8,0,-12,-17,16,13,122,-19,25,3,55,6,29,-20,39,67,-13,-2,94,17,-15,-6,-9,225,11,-15,166,60,-10,-15,-3,-17,-20,-14,10,-20
-19,38,-20,-15,-18,-8,15,64,10,-19,-17,96,86,-20,-20,130,-13,111,-13,8,-4,23,-17,-18,-20,-16,2341,77,32,-15,196,-4,11,-5,194,-6,31,66,-10,16
19,-14,-18,-14,14,-12,1,-18,-13,2,75,2,72,2341,14,23,115,14,17,-14,-2,-19,14,104,-12,-16,6,165,175,107,110,-13,-20,17,44,13,-2,367,-15,9
20,-16,-11,71,15,-14,-16,-12,-18,-1,24,-20,-11,22,-12,2,-15,-18,-8,-7,-14,159,-15,-19,-13,19,-9,44,76,79,-9,-19,-19,-17,27,-9,219,3,-9,-10
1,-8,6,-18,19,-20,-10,3,20,-15,11,21,48,-1,-12,7,-15,55,-17,-13,25,-14,-4,-14,-18,-9,2349,60,78,-20,-17,-11,-18,111,2347,-10,-2,-19,-16,21
-4,6,6,8,-20,42,2,36,8,4,-11,63,14,7,-2,-15,-14,-16,-12,-3,-14,63,1,46,4,-16,-13,195,392,-20,6,-5,17,-12,64,11,-20,9,-19,8
35,-9,19,-15,9,0,-13,-2,-17,-18,-7,28,-12,10,0,-13,31,100,-7,-13,69,-1,-18,-19,-11,51,54,88,-2,42,24,-17,49,-16,8,-13,27,-18,37,-20
-9,-19,10,-4,18,-16,11,-9,-10,-17,4,58,22,-12,52,-13,-1,-2,60,-20,72,-5,46,-13,20,3,-12,-15,9,2341,-3,24,-19,-8,80,-17,14,-16,312,54
-3,-7,34,6,-5,-12,-6,241,451,-18,5,14,8,1,-19,-19,-13,-12,11,-19,2343,-13,34,377,47,8,-2,-17,-14,-15,4,22,115,-1,194,41,-7,-20,26,-17
82,29,-18,-12,-8,1,-13,-11,-3,135,8,259,38,50,-20,-19,53,-14,-20,-11,0,83,-19,-8,60,-9,31,-18,-15,26,-16,-16,76,-15,28,8,42,-8,36,10
-16,2,1,2344,-13,-19,-10,-18,12,-4,-11,6,15,25,-3,-2,16,12,-13,-8,-19,357,-18,-9,-3,-16,-15,-15,-18,-15,-10,16,-19,-20,-12,14,-19,-5,-12,-6
-2,-19,51,56,-9,-8,-9,-15,33,-17,-1,-20,82,-12,-6,-17,-13,-11,-10,-19,39,-10,157,-16,79,-9,-19,4,-17,2348,-11,-17,-18,-15,-16,-8,53,130,58,-20
4,0,72,-15,-12,-14,19,-12,-20,-11,1,12,-6,-3,-3,-13,8,-20,7,-18,0,20,-16,-7,-12,5,18,142,71,21,-4,3,12,49,-7,198,7,-5,-12,37
-10,-19,-14,-20,-13,-13,1,-18,70,5,61,-18,26,-20,-8,-18,2,-1,134,-6,22,117,-13,-18,-18,-13,-2,15,-1,-13,-20,182,14,105,-15,28,52,-20,14,-1
-14,89,33,-1,-9,-18,-14,-16,7,-12,-16,-19,17,93,0,0,57,-4,-16,0,-8,-7,143,-5,-8,-6,-17,23,11,-17,-2,-5,176,10,31,114,2344,-12,7,29
10,-2,-19,-16,-3,-13,4,-15,-6,-19,2342,49,-7,-18,15,-18,-7,-3,129,27,91,2,-20,-12,-13,-6,-9,10,-7,-8,-15,-19,-20,-11,1,-8,-7,-11,21,-13
-8,11,6,-18,75,-9,113,-19,2,32,-8,26,-19,-18,-19,0,-4,-10,-2,-6,78,-2,-11,-4,-13,-9,-16,-13,12,7,106,-20,25,-4,33,12,80,103,18,44
-13,-5,42,5,15,-17,-20,-11,-12,6,2341,71,-4,-18,50,-3,137,-18,26,-12,-8,-12,-5,7,-12,-18,-18,33,-17,5,-9,-18,83,-4,-20,-3,-20,-8,32,8
-17,9,28,-20,41,-20,57,-13,-16,81,-16,-13,-15,-3,-20,-15,-20,76,-18,24,124,-13,-10,-20,8,2,-7,-1,4,111,-18,-9,-13,37,-11,35,2,-16,-2,95
-18,11,-3,32,1,22,-3,5,-13,162,-2,-10,22,-20,110,-13,-17,-15,-9,21,21,49,318,-16,-20,-15,-14,4,-19,32,3,-11,6,-19,-20,19,2340,1,-3,-12
-14,-11,-20,53,-14,6,2344,-16,10,-6,35,44,262,36,2341,-15,-13,-20,5,25,-11,-9,-18,-20,29,46,-12,0,2353,2342,-6,-19,43,-11,-20,-14,-20,2,2,5
-18,-14,-18,23,-19,367,-20,-13,4,75,-3,-16,2,-19,-11,13,2,-17,51,-12,3,-11,55,-19,14,-14,-11,70,-17,48,18,-20,-17,71,9,-18,-20,-20,5,1
-3,-20,-15,0,-7,36,-13,-13,-11,-1,67,55,8,162,-11,63,3,-18,118,82,-2,2354,-19,43,-19,-20,-19,18,-8,26,-20,8,-9,-11,-18,10,51,-7,-2,-10
-17,27,-1,137,26,-9,37,1,-19,86,15,-7,25,-9,124,-14,-10,22,-5,-18,-4,-17,4,-16,-16,-20,-10,2,1,-10,64,-16,-7,-17,-14,-12,17,-4,6,-17
90,1,-20,63,48,-19,56,-8,-13,77,-4,33,-8,2,-8,18,-20,-19,12,26,-12,-5,11,5,33,63,0,-5,-20,-19,-11,-2,220,-18,49,202,100,-3,10,29
-15,22,22,-18,-20,4,-4,-11,-1,-10,17,13,72,-19,53,-12,-20,-17,-20,-13,-14,14,24,-16,-13,2,-19,117,57,-3,2,-330,21,-7,66,25,1,-9,-13,626
27,-20,-9,-19,4,-15,2342,-16,-16,302,-19,-20,-17,15,-18,9,12,174,-20,101,-10,3,20,88,-16,-2,19,66,-20,-13,94,-14,-15,19,206,86,-20,-17,-8,91
3,9,112,-10,-8,-12,-7,-20,-18,44,5,-1,23,94,103,-20,154,41,3,-12,-17,-1,-12,9,-12,2345,4,86,48,124,-19,29,-20,-13,-14,-16,-14,-13,18,-1
2341,72,-8,-18,54,2,75,17,33,-19,-14,11,1587,75,-2,129,-2,-11,-8,-2,-19,-8,13,41,-9,8,4,14,-18,13,6,2344,-3,-12,-5,-20,3,141,-19,86
-2,-15,-4,-18,7,-4,77,34,117,40,-17,-9,-18,-20,-15,-16,62,14,-10,0,22,-16,-1,-9,-15,-14,53,-2,98,-10,-8,-19,-8,12,-19,-20,62,19,-16,-9
-15,-19,194,84,2,1,2,-10,-2,1,-12,-13,-19,245,-15,-17,44,-5,-16,53,2349,-15,-12,7,-2,1281,208,30,53,30,85,-20,-7,-19,-16,-20,-15,3,15,122
62,-6,-19,-17,-8,243,78,-20,-20,2,2341,52,-3,-18,-18,-2,-18,-20,15,365,-19,11,17,6,-18,111,6,-18,-16,-20,-20,16,-6,27,104,-12,54,61,59,1
-16,-3,-16,2342,-17,40,-6,16,59,-16,-20,-17,3,-19,9,161,-20,-18,19,30,18,14,-7,44,-8,6,40,-17,87,-7,1,23,-19,78,-7,31,-19,15,38,-8
-18,-15,-11,85,19,-9,43,-2,-13,11,16,-12,0,-17,48,56,-18,-16,43,21,2,-6,25,45,-18,4,-20,21,40,101,-8,-11,22,-10,-4,-3,137,9,-12,-12
82,-6,30,2,46,-18,-2,25,-8,63,-11,28,-18,57,1,-5,-11,-19,-16,-19,-8,-16,39,23,-15,-11,-17,0,43,24,-3,-11,128,37,162,-17,26,10,-1,33
67,-8,-19,134,17,-9,-18,13,-20,-14,74,-17,25,18,-20,41,-19,-15,285,141,-12,-20,9,-15,-20,105,-14,17,-8,208,159,25,6,10,-12,-12,-18,11,-17,2
-20,-20,-12,2349,252,20,-14,-20,-6,-15,-4,30,148,1,85,-5,518,-13,-6,88,-10,3,-6,57,-15,2346,-11,32,47,7,12,78,47,-19,20,3,-13,-18,16,18
-6,14,-16,-14,2,6,-19,54,-17,122,-18,-7,79,-17,-5,-1,28,3,48,-2,39,0,32,-14,16,-12,-3,-13,9,-15,-18,-11,-17,-6,35,40,357,4,11,-16
9,5,-14,-15,-9,-17,2,0,20,-5,-1,11,33,-16,61,-10,82,-1,-7,13,-20,397,4,-14,-4,-4,15,-3,-12,44,2343,29,78,-3,-15,-19,-16,2,-18,58
-5,-1,-18,202,-9,-20,-20,15,-20,6,-17,19,-8,78,-6,-20,-17,-5,-8,20,-16,-10,9,35,-14,-7,-7,-20,-2,444,-2,7,12,-7,-17,21,-2,108,-16,-5
81,-20,-6,15,116,98,-17,-16,-18,-8,5,-8,-7,-16,-15,5,-13,-4,-18,50,-3,-15,-4,26,-19,-3,31,-20,9,-9,18,8,-6,-19,-20,-19,-6,28,-1,-16
-4,21,-14,-20,-20,-6,-9,-18,30,-10,-12,3,-14,-4,132,390,66,0,72,-14,-4,-18,-14,13,-19,108,-19,-12,106,110,-4,-19,-19,-18,3,10,1,-17,-18,-5
43,44,-20,-6,-19,-15,-2,-20,2345,58,9,-7,-18,2342,-9,-17,-12,-3,-18,51,-18,99,15,-15,-1,-17,-15,-10,2,-16,4,9,-11,-11,-16,172,143,23,-19,122
13,-12,-15,11,7,111,21,-3,-6,-20,31,-19,-11,-19,15,244,40,-3,-15,-19,-14,90,0,14,-12,53,-12,-8,53,-10,4,75,-7,10,-17,-8,92,69,-18,-13
8,-10,-4,97,-20,-10,30,5,127,19,-5,-19,149,-11,-17,-17,-18,48,-13,7,228,-2,-19,53,45,9,-5,105,-2,52,-17,0,87,5,-16,13,173,-10,-12,-8
-18,-5,-20,-20,120,-20,-20,-11,7,66,-11,-17,-4,-20,-11,14,-12,-10,249,15,-9,9,-8,4,11,-13,-5,-6,11,19,-3,-14,-14,18,-3,-12,-7,-8,-17,4
-8,-3,-20,-20,-15,5,-12,-11,2343,-18,-7,-7,-15,27,186,-20,-8,-11,-18,-11,7,-20,15,57,1,4,1,27,-7,-3,-16,27,-16,-15,18,-6,-15,-4,-20,-5
-17,14,74,2345,5,-15,-17,-11,-11,32,-11,2,-15,-4,34,21,-1,4,16,13,25,-20,18,0,-15,-12,26,43,-8,-19,5,-17,-8,-8,54,-15,8,-18,-15,-8
13,-16,-17,-20,-20,24,205,1,1,8,-13,-3,9,36,-20,-6,-16,-17,-14,-16,14,91,71,-15,2350,113,-5,29,-7,-20,-20,-17,104,-1,18,-1,-11,12,-17,141
108,20,-7,-2,1,-19,-14,-17,-19,1,-8,-10,-11,-7,-16,-20,-12,409,0,-14,-4,-12,-13,3,158,4,-10,-13,72,-9,-4,0,-10,-18,-19,-16,-19,140,-10,-14
-10,55,-9,2,-19,-18,-16,-13,-8,40,-4,39,242,1,32,2341,-15,45,131,96,17,227,-11,6,7,61,46,40,4,16,-8,3,-2,-15,-15,-4,-11,4,32,-5
116,68,90,-6,100,36,-20,-20,-14,-14,3,-3,3,7,14,-18,202,-1,54,-6,14,-19,-5,26,-11,84,-15,-8,-15,12,-5,3,-9,-8,1,13,-16,5,29,-18
-14,-19,-15,-9,26,-10,9,-9,-11,-18,-14,-2,-3,-20,109,-12,10,-14,72,-20,-18,-18,-13,13,-17,28,-15,-13,-16,11,-1,19,-12,-3,22,-16,33,6,-17,-6
-13,-13,25,16,-13,-6,491,-10,20,-18,-20,-15,-13,1,-17,51,92,31,-7,-18,-16,11,-1,-8,59,22,85,144,4,-4,-14,-19,53,-16,-7,-7,-3,110,324,-10
-3,-1,44,-8,-15,-17,-6,-8,5,16,-19,-9,-10,-11,-20,-3,-19,-17,-17,49,-3,38,-18,-14,-20,-2,45,-1,-19,0,318,97,-5,8,-19,12,31,233,20,-2
0,31,-16,-13,3,26,-1,-19,-20,-15,-4,-15,-14,113,-9,-16,-13,54,192,29,76,-10,-20,-11,-20,26,-17,-8,18,-14,-19,-4,5,65,18,1,-5,64,71,-20
85,26,-14,20,-16,-20,18,-2,-12,-12,-17,31,-16,13,-16,6,69,8,-18,-1,47,-17,-13,-17,74,-6,186,-15,258,18,-15,-15,-13,11,-4,-15,-15,-13,-12,-16
-16,-13,-20,-16,9,48,-19,-9,-3,-12,-3,-16,39,11,12,59,-12,2,15,-13,1017,-2,-19,-15,-17,13,4,4,-20,99,-19,2340,-12,0,-17,18,-3,32,2357,86
-10,-14,64,-20,-6,-15,-7,-13,-16,80,-2,-12,-18,-10,-18,2,17,-12,-20,-14,13,81,-20,25,-3,7,2345,-19,-4,-1,-8,4,-8,-12,-11,0,-15,-19,-11,199
-2,-20,2,-7,82,-7,-3,-9,-4,82,-6,3,-19,3,299,2,-16,-2,-11,81,28,35,-20,30,69,-15,-17,-15,5,11,-4,-4,-7,58,9,15,-9,-9,-4,93
-16,31,-12,-6,-5,23,-13,-10,-5,40,-18,-17,-18,-14,-14,-3,-5,219,53,51,-6,86,-4,-19,2,10,-20,57,8,-14,13,-15,-20,-2,8,-16,246,-6,5,-16
88,6,-19,-8,-16,-5,-9,-12,-6,-20,1,-16,20,29,165,1,2340,-19,-1,-12,9,37,47,14,215,-3,-10,5,-19,105,-3,1,-15,2,-10,-17,-11,-17,-20,-16
38,-12,102,-17,-11,-20,46,-3,-11,-1,-4,-10,-19,-1,-11,-14,141,-14,-11,105,37,12,-19,-3,14,51,-10,-4,-18,44,-1,51,3,58,-19,90,7,2349,55,-19
-5,-19,-14,-14,69,-11,-17,4,21,-16,-8,20,-11,-19,0,-10,-8,-4,23,-20,-19,-16,3,-20,19,-10,-20,-11,-20,70,91,38,-16,14,2,-20,3,-7,-18,-8
-19,-12,4,-2,-12,27,-17,-2,-18,69,-16,63,12,-8,316,-13,9,9,-2,0,-18,13,0,-13,14,-14,30,-12,17,59,-10,42,16,75,24,39,83,-16,-14,402
56,0,28,-16,-11,69,8,-11,-3,-17,-19,16,-14,8,-17,85,0,-12,56,-10,11,-12,-19,-16,-14,-14,-17,-7,338,-19,171,-15,-8,-18,5,482,16,289,181,45
3,-16,82,23,-20,11,-5,-18,20,32,-10,10,6,-17,13,-3,11,-11,26,-18,8,1,-2,22,40,18,28,68,4,-20,-14,13,42,4,-17,-4,16,-18,74,96
-9,-15,26,16,-5,41,-4,40,73,5,16,12,-20,-7,14,-13,-12,-14,22,79,-14,-17,2,19,60,-19,-1,33,62,-17,-18,22,-7,37,-5,1,217,10,48,25
-17,21,42,-11,-6,15,-17,8,-9,-15,37,26,-3,-16,201,-14,50,22,171,-3,19,55,-3,7,32,7,8,-19,25,10,-10,-5,-11,46,17,-13,60,-14,-6,88
-8,-5,52,-19,-16,179,-9,46,50,-15,8,55,-20,2,48,-16,-19,11,-8,232,-7,32,26,-18,-15,-19,213,-8,-13,-17,-15,11,101,35,48,38,31,-17,15,239
-12,32,-14,-10,4,-19,-15,-18,68,-16,-16,-14,-20,118,231,4,126,-11,6,-20,383,-14,59,11,-11,9,4,-10,68,-6,169,39,0,61,25,-17,-14,-16,58,128
36,-3,-19,-14,64,86,-16,-18,-18,46,-1,24,-11,35,25,90,6,7,3,-17,-1,-11,188,152,21,2342,-20,-20,15,-19,-14,-5,-6,-7,5,6,-12,110,-3,34
-13,-20,-8,-17,162,111,56,-18,27,-10,3,55,11,32,218,-7,-19,40,-17,13,50,-12,3,0,19,-12,2344,-9,-12,222,12,-20,-9,116,-20,-4,-20,19,3,-10
0,-20,2344,-15,17,-11,27,-7,25,73,-16,-3,-11,-13,218,-15,-9,-8,-10,8,-5,109,146,-4,-3,5,-5,313,55,217,7,-20,-5,88,-15,2,-5,-17,99,-18
-1,0,8,-9,10,-12,12,-12,-11,6,-15,28,149,-2,9,-2,-18,-17,148,15,2,22,42,-13,84,-17,-17,5,-14,47,-18,-18,312,86,15,-15,-19,2,11,255
-18,21,2353,-16,-1,136,56,-12,170,-20,99,4,-4,-18,121,-4,13,29,-19,-19,32,-16,23,18,-15,239,-17,-20,-14,15,-10,19,-19,54,99,3,-17,-1,-10,3
15,4,56,39,204,20,-3,-20,101,54,-18,41,-15,68,174,111,114,-20,-12,-6,19,-12,-20,56,-18,9,50,49,15,-16,-20,-9,-3,50,-13,11,-19,-14,129,-13
44,2353,9,180,30,6,-3,141,-4,32,36,163,-15,-14,310,0,2340,11,43,-12,45,-5,-14,58,-20,30,-2,-15,5,38,57,-13,157,52,-2,-16,-12,46,-16,-16
65,59,37,-20,-10,198,-13,-6,7,-19,-20,88,9,-12,2,6,-1,-7,5,-2,25,-2,-15,31,27,62,-14,-13,1,49,-20,5,-17,34,70,6,-11,41,13,107
-2,-10,37,-3,5,-19,11,-14,-2,65,-16,39,-11,-17,208,21,-6,9,51,-16,7,-8,-5,15,-5,7,50,13,11,-19,-2,-15,1,54,29,-11,-3,-20,223,-14
8,-15,-15,-17,19,-10,-14,24,-19,-11,5,-3,242,52,70,57,131,-10,2,-19,-19,32,-4,12,-5,-8,-2,28,35,44,-17,-19,27,-1,264,-17,-8,-20,-20,-15
17,62,-15,-14,68,-8,-16,-7,244,52,70,22,3,109,79,-19,-3,32,143,27,19,-17,-18,-15,-20,89,11,-18,27,-20,53,-6,-10,92,83,22,79,-19,-13,157
-6,-4,-15,53,26,-14,50,-3,7,55,27,36,-18,157,62,-18,3,-12,5,13,29,-16,-13,-7,5,41,6,-13,547,-3,21,1,50,46,33,-18,-17,-14,-14,-17
63,3,-15,14,-3,-3,0,64,-12,208,-14,98,-6,-6,16,25,110,-13,44,-7,20,3,38,3,0,-20,-14,-7,49,-19,5,-13,25,24,-12,25,-7,-1,-12,-11
-5,-20,2,31,-5,9,4,-16,8,2355,56,33,-20,-20,63,-16,36,1,3,162,73,2341,-18,-1,27,84,9,-15,42,64,16,16,7,34,-16,-2,-14,-8,3,56
-1,-18,25,-3,19,-10,76,-10,-11,2,-17,67,-3,48,103,-13,105,-18,-20,-19,-3,-13,63,-15,-14,253,12,-7,0,205,-12,-15,-12,70,13,130,6,178,8,-19
35,-17,154,70,4,24,24,-13,79,32,-16,-18,20,-18,109,25,-6,8,-14,-13,98,-12,-13,17,48,-10,2356,7,-17,76,15,-14,26,3,53,-7,-10,199,-20,-9
-2,-20,7,14,-14,-4,-11,54,21,91,413,97,-9,-19,143,46,-15,8,-20,-3,-8,8,16,-5,4,-18,54,-16,118,126,59,128,-13,62,35,92,-11,30,-10,-10
