ORD,DFW,LAX,ATL,DEN,SFO,IAH,PHX,LAS,SEA,BOS,LGA,JFK,MSP,EWR,DTW,MCO,CLT,BWI,PHL,SLC,MIA,SAN,MDW,DCA,FLL,DAL,HOU,TPA,BNA,STL,PDX,OAK,AUS,CLE,SMF,SJC,SNA,MCI,IAD
222,-18,30,126,-4,-14,-19,25,71,-15,-20,-15,-17,139,15,48,184,105,-11,-18,-6,19,5,23,-19,3,11,220,33,-13,40,4,-8,-11,85,5,-8,23,-4,-20
8,31,-20,-14,-18,-11,290,-10,80,34,-18,12,-10,2341,-9,1,104,-5,50,-14,64,-11,48,-20,-13,14,-7,0,0,-20,64,0,-12,15,479,-9,47,-15,2343,-4
67,-20,-11,-10,27,5,63,-11,8,-8,5,-12,-18,-5,-11,79,7,307,-5,-14,28,-5,-11,15,56,50,-12,170,0,-12,-15,165,6,15,48,-18,-15,-13,99,18
140,-14,-11,-7,79,27,-19,-1,43,-4,80,147,29,-11,32,0,83,111,30,59,79,3,-11,4,60,-16,-17,181,2,27,43,13,-19,63,34,19,40,-11,-11,95
-16,35,8,-11,2,99,118,-7,100,-10,-19,-19,-12,4,124,106,2,-4,-15,-16,43,-19,-14,4,33,2351,50,199,-13,2,-10,-18,-16,1,100,-14,167,10,-3,-5
-15,-5,-10,4,-10,127,-18,-10,2,-5,46,-20,48,-1,156,63,5,-18,-13,34,2351,78,-2,-14,-8,72,18,220,19,35,-20,-19,5,-17,2,31,73,-16,-6,-1
31,-18,72,113,6,11,279,-17,-16,-11,34,-18,-7,-3,-16,83,-13,-18,101,0,108,73,181,13,-4,-7,30,-18,-15,2,-19,7,-16,76,45,-20,-11,39,-16,120
14,-13,-19,-17,7,30,-14,-19,8,-6,4,18,-14,-17,75,-12,-3,49,391,17,27,12,-19,90,-8,-16,17,176,23,-2,-12,-2,2,-5,-11,71,-15,-14,62,-7
85,-18,14,-19,-20,57,256,-12,17,-4,12,-4,12,-16,36,78,-18,-8,4,57,12,-5,530,2,60,2,40,22,16,-18,-19,-10,-13,-17,4,2,12,-12,6,9
-20,-19,5,-5,-9,20,408,-6,50,32,-16,4,81,-13,-17,-7,1,251,-7,-19,-14,40,52,2352,7,-17,-8,160,-15,2346,-17,-19,-11,784,36,-18,-7,-17,-20,24
32,-16,194,-20,19,6,-15,-9,103,40,-18,-9,-17,64,12,-11,696,84,-6,-16,44,107,-8,88,-12,-14,51,294,-10,47,-20,11,-1,-12,19,-4,-7,-15,10,-20
6,-10,-10,25,-14,-17,-19,-10,-9,-6,43,-17,42,-19,5,-16,-16,97,-18,-17,317,-18,-10,52,2,121,-14,22,-18,4,18,-4,-15,-19,10,-20,-6,38,8,19
1,18,-15,101,-14,-18,23,-18,-19,90,-15,-9,215,6,31,-12,61,-14,124,-8,-12,205,47,59,121,28,-12,191,71,2,55,2,28,313,-8,-10,61,19,4,-12
-10,-17,-20,-12,-20,-15,-11,-20,31,-12,17,4,-15,45,14,10,13,-13,299,-10,-5,14,-4,-16,-7,-16,56,6,-15,27,31,-16,40,2,10,47,2341,-9,-2,280
14,-12,-9,-6,-10,-13,135,3,-3,-4,16,-20,38,114,267,8,396,13,0,4,12,-12,16,33,-5,-1,62,-11,-8,-19,310,-15,-14,-11,-10,-18,1,-15,-4,-19
0,-9,-6,61,9,31,14,44,-14,143,168,-15,-1,535,-7,-8,525,-16,-20,-17,-12,-19,51,-18,15,-16,-18,-17,9,19,16,-20,-13,-3,4,-9,63,-13,15,-11
-2,-19,-19,-19,88,-14,0,-2,-16,-16,50,2,96,-16,55,-19,3,-11,48,-11,3,-18,-16,11,-11,4,20,125,1,-11,-19,-19,-7,-14,15,113,-10,501,-19,28
11,88,7,-19,-19,-10,-19,-17,-20,-9,55,-9,-19,0,166,-3,-10,69,-7,-20,-17,64,-8,13,-9,230,-4,84,-11,-7,61,-16,-10,-18,-20,25,51,2341,5,-18
-19,-15,-20,-17,-18,29,-11,-10,-18,41,67,-19,34,-9,-7,30,-20,-10,-18,-15,26,-16,9,47,-16,10,-17,22,6,0,-15,-19,-19,-3,0,-10,84,-12,-19,43
-11,-18,3,-18,-17,-5,2341,-13,401,-15,-18,6,3,3,33,-10,93,-11,-8,-16,-19,-15,-4,63,20,2342,14,90,-20,57,112,-18,-19,13,-3,-18,-12,0,-16,37
-18,-17,-19,9,7,26,-16,1,23,138,-16,-6,48,-6,94,-10,17,-14,173,37,24,25,-10,37,-14,23,-16,131,-11,44,-19,-19,-18,29,10,-1,-1,14,58,39
-11,2,9,-3,-5,-19,-16,-20,0,-14,86,-15,-9,1908,-17,8,728,21,-16,-16,30,-11,75,50,-17,-5,98,15,44,-2,51,-18,80,-13,21,-2,19,-7,12,55
-6,37,30,52,-11,-17,-16,-3,-11,27,-1,-10,32,-9,-16,-20,46,-15,-2,23,13,18,-19,8,-14,-16,85,-7,22,86,7,-13,-1,2,67,13,-19,17,-10,24
26,-20,-1,-4,-20,72,-12,-10,-9,-2,1,-8,106,-17,16,-16,121,-5,61,-13,-17,-20,-16,69,-18,11,-5,38,-8,279,13,-17,-11,0,-13,-9,-19,1,18,-8
-5,-5,-10,-18,65,77,82,133,36,-14,11,2342,16,68,29,8,-2,4,-5,-15,29,-18,-19,50,-19,-14,-14,29,-15,40,33,-20,7,15,-11,-15,1,-16,-11,-15
3,-14,93,-18,-4,41,-14,64,-2,5,6,2348,11,-15,10,-18,184,46,64,-13,19,19,32,-20,-13,17,-18,10,19,-19,26,-19,111,-9,236,-19,1,-8,1,-14
8,514,-3,-14,-14,37,1,-15,75,-16,-13,50,-7,-4,6,14,104,1,6,-5,32,-5,12,194,-13,37,-2,5,-4,265,29,17,22,4,-4,82,2340,44,-9,2
-18,27,32,-7,-6,568,-9,19,110,-10,-17,-19,-13,-19,44,228,7,85,-7,329,17,148,29,144,28,52,15,151,15,2,36,-17,10,-16,-20,58,-15,78,-4,-19
-14,-18,35,1,-11,-16,2,5,6,-11,11,2342,-19,-16,-11,53,83,7,-4,1,20,134,61,84,-3,-15,-17,26,-8,-6,4,-4,-18,-4,2345,23,-7,-12,2351,-6
34,-16,-15,-13,-20,20,8,-17,-2,-15,15,3,-14,32,-1,-12,2,-10,490,29,34,134,-5,43,-19,14,-13,26,36,47,10,6,-1,302,81,-2,6,-2,4,94
-19,35,-6,-8,10,-13,-13,7,51,57,-9,111,10,138,7,17,5,-7,29,-19,-4,-16,-20,74,-19,23,-7,43,34,-20,21,-20,109,-16,-11,-11,3,-3,107,-9
-1,166,148,41,-10,23,-4,-20,13,40,-12,40,6,-19,-1,10,-19,-20,11,-12,3,2341,27,22,-10,-3,-19,-4,11,123,186,-8,16,139,-2,-16,66,-5,-11,-7
14,24,121,-1,0,35,281,-11,-18,74,-15,8,-17,-8,-3,20,-17,-8,12,-19,-12,4,-17,-19,-10,-5,-3,109,39,8,19,-18,62,-18,294,-14,66,-3,239,163
-5,36,-13,197,108,3,-10,7,56,-7,6,11,2,-13,256,-6,-6,-5,-18,23,-16,-19,79,48,-15,-6,2341,20,-17,13,102,5,-15,-19,-2,-12,120,29,-16,28
145,-14,-5,-12,76,81,-14,-15,-5,6,-4,46,40,-12,-19,70,127,-10,21,18,3,6,-18,-7,127,-5,0,8,27,115,-5,-8,4,1,2341,7,72,-19,67,-14
-17,-19,-17,53,29,-14,49,-14,-9,107,-15,32,-7,-3,-9,-19,90,-18,-20,1,9,-17,-17,68,-20,5,-3,61,-20,-19,19,-19,37,15,44,-18,-20,10,-7,-18
-2,32,-1,-13,-12,176,-12,-13,43,-17,-17,40,19,-5,3,82,-20,-20,76,41,1,-13,-18,56,7,-14,8,9,9,71,-17,20,-14,-20,-15,-16,-19,56,-14,-6
-20,105,-5,-15,-5,0,-10,-13,105,-15,12,22,-20,176,-19,34,27,-11,-19,8,24,40,-12,195,-3,-19,49,-7,-8,21,1,22,211,-17,72,-8,-18,-7,-18,13
-6,3,-19,215,118,24,10,-9,58,-17,3,96,-7,-6,0,79,-17,53,15,-19,168,-2,-11,65,-17,-15,-6,85,-11,53,-20,-7,-8,36,-20,0,-14,20,205,-8
22,-16,192,-11,-11,225,37,-11,-5,-12,-8,57,-6,-12,14,-12,3,-15,190,7,-17,80,0,6,35,-17,3,6,153,56,-7,-9,-9,-13,-13,5,-17,53,-8,59
-6,-17,229,22,-17,-11,10,-6,79,63,-18,15,120,-14,93,44,-1,9,-4,11,-18,-11,-16,32,-10,833,-16,2341,42,-16,239,13,-11,-13,-3,10,-13,14,-18,-12
-16,5,23,-17,-17,-13,91,-20,93,-18,-7,-17,24,-17,31,70,49,-19,-8,0,53,-17,-15,15,23,533,41,103,81,-14,29,-9,27,-15,96,-16,18,-18,2345,112
-14,17,-17,-11,-18,-20,12,-12,-20,-14,6,1,-20,84,-17,43,-4,3,-13,-13,91,-8,-13,35,-13,21,-1,108,11,-19,14,1,97,45,-12,-13,-9,-13,-18,23
6,-15,10,-15,17,13,-12,-12,65,-18,-18,161,-17,-11,-19,33,71,30,2340,-1,6,-19,-10,-18,-6,147,20,-15,141,220,-10,-19,216,-20,-7,95,1,-19,19,95
-15,93,-5,17,-19,34,92,-14,-9,-10,4,40,4,157,12,-5,-13,4,-9,-14,40,25,-19,39,-11,-9,2340,-3,9,3,-9,170,-1,-6,110,-11,-2,-17,0,81
43,-11,-16,-18,20,-16,-14,44,49,-11,-5,142,56,-8,-9,-16,-12,-10,-13,-18,-10,19,-18,95,95,7,-11,5,68,-16,2,-3,-1,-8,82,55,-13,45,2340,-20
-20,139,11,-12,-18,-11,-20,-11,-11,19,-17,13,-16,139,43,-11,-20,55,-9,-12,2,-2,-20,21,-9,129,21,-14,43,260,-16,-17,-14,1,181,32,-15,-13,-19,43
17,9,27,-13,-18,-4,-19,-7,61,-2,-15,84,4,2341,-16,190,-17,30,-6,-10,-5,7,107,11,110,42,-10,11,-5,-18,-13,26,-15,1295,3,-2,0,-16,13,-6
-11,-13,59,56,-5,-16,44,4,-16,-18,19,67,161,-5,26,-10,-14,-19,-18,1,-13,37,-18,5,-14,-14,-9,185,-12,-20,-9,69,13,-17,-20,-10,2341,18,-13,161
-16,-2,-12,-16,38,35,-4,3,-14,92,-16,30,-13,-11,252,36,14,-16,-12,-19,-12,29,30,36,2,14,-17,7,-17,-15,318,-19,7,-4,-10,-15,2,47,-17,0
-9,32,69,-14,-7,-16,33,17,-10,-20,28,188,6,4,-17,0,-13,4,-18,6,-12,-8,0,-8,44,-5,-15,78,67,334,-20,-1,22,25,1,-2,46,-16,9,123
37,23,66,-20,18,-10,28,-12,7,67,-18,45,-10,-1,-8,-17,-5,-20,-5,21,-19,46,-10,-8,-16,-3,50,24,-11,224,-8,-11,-2,-20,77,-13,42,84,-20,-14
2340,91,-19,-19,-20,-19,0,5,-3,6,-11,-7,-20,-3,-13,-13,271,26,-11,5,60,-17,0,-3,-8,9,-13,-3,-15,-6,-8,-5,-7,-9,-20,389,-7,130,12,-18
-3,-16,-9,4,48,-18,-12,-16,44,-19,-18,29,7,-17,16,-13,-10,-5,98,-15,131,103,-16,-13,-17,2348,45,-12,46,-19,-20,-14,118,102,82,-16,26,-2,-14,-12
2341,2,-1,-4,15,49,-19,4,-20,-6,-13,69,-19,-16,-16,84,100,-6,-13,-4,24,68,-16,-16,-15,-17,15,2342,35,22,25,-9,153,9,143,5,17,-14,-17,-7
-9,-18,-17,4,-14,-6,-20,-18,-6,2,-5,57,-8,-13,-14,116,133,11,-18,-20,44,20,-15,2343,-19,58,9,-17,75,-14,-20,-11,149,0,6,-18,-13,-17,-20,-16
-12,18,45,-10,62,-14,-12,-1,80,-6,-6,-17,14,64,-9,0,-20,-5,-14,27,9,564,-19,-20,-10,18,2353,42,-20,-16,-13,-16,-11,3,-8,-9,50,-9,-19,-15
27,-5,115,-6,53,-7,-20,10,8,145,23,26,-19,-19,-11,150,-2,18,-20,-16,30,20,326,-16,-8,-19,-7,6,7,156,-18,10,9,20,62,191,13,19,81,70
21,85,-15,-11,28,-20,-6,0,0,-14,694,57,-2,-4,-18,-20,-13,-12,-2,-10,-16,8,-20,-17,-20,-12,12,-8,32,192,103,40,-12,76,-14,53,0,35,-12,2341
27,-14,10,-13,29,26,15,-16,6,-15,-15,-15,-19,14,2,32,-18,21,7,27,4,80,48,8,75,36,-19,43,-4,0,-14,147,-5,98,-3,-6,20,-13,24,-13
23,-17,9,-12,-20,270,-7,-20,-19,2345,-10,116,254,12,16,-10,10,-11,-17,-20,-2,56,-16,-3,71,20,14,-20,77,-13,60,59,-20,-17,-14,-12,6,-4,-1,19
-18,-15,-17,-10,-9,9,89,4,163,-10,-15,105,-10,-20,-1,-17,-12,-6,15,21,40,-20,-1,-17,26,-13,0,81,4,13,47,-20,0,-18,3,1,2347,68,-13,0
-8,-4,-17,-18,14,27,-8,-14,-6,12,14,78,108,-15,-13,-20,-8,-20,-17,1,11,-7,-16,-12,-11,-14,2347,-13,18,-12,35,-20,-19,-6,2,-13,36,63,-10,-1
-5,-20,7,4,-17,-16,-13,14,-14,1,-8,116,-7,-14,-13,10,20,4,-15,5,-20,41,34,-7,-13,-17,-6,34,25,13,48,-18,-15,-12,-3,497,-3,19,12,-1
-7,-13,122,3,-17,38,-13,-5,21,-19,53,2,18,61,37,89,12,-18,-19,22,-16,4,-14,0,-16,31,-13,-16,60,-20,15,-15,83,-19,14,-5,-18,-18,-16,9
2,19,8,2,49,229,-13,54,16,-19,117,25,2342,-15,-8,-15,6,1,-8,-10,-2,-19,61,-20,-13,1,2346,-4,-17,-8,24,11,-20,-10,34,4,-20,15,-9,6
-18,23,-15,24,16,-7,-14,-8,11,42,-9,54,-6,-4,-15,-19,-18,-20,-10,64,-10,13,45,-7,-18,49,19,2342,-16,101,272,-11,-13,6,325,-5,-18,-20,-19,-19
-15,6,-2,19,-14,70,-11,3,57,-16,-4,184,69,-2,-4,-15,-13,-8,-16,206,9,-1,58,-2,-10,18,-3,24,-3,71,-17,9,15,243,-15,-14,-12,42,-16,-18
-12,-20,26,13,-5,-4,-17,-7,127,-9,-9,-1,69,32,-11,8,-15,-13,-5,-15,-13,-18,254,-17,87,-1,-3,0,-19,2,-6,-15,-9,39,192,121,-9,-20,-18,-8
6,-16,-14,-15,-7,-11,80,-14,-14,49,-17,75,183,-17,14,334,-14,-19,9,-14,-1,-17,-12,-17,-11,-17,6,2350,31,17,83,-1,-15,-14,-15,-4,407,-15,-4,111
-8,2,-19,7,5,-16,-10,2,-6,32,-13,191,88,-18,-8,-16,-8,2,-19,-14,-4,-11,3,-17,-8,-15,47,-7,439,5,-12,-14,-12,-20,54,237,0,30,142,-20
-1,63,21,16,1,-15,-14,-17,8,29,5,85,100,53,-18,-14,247,1,50,-7,-9,-13,141,-20,-9,16,5,2344,-17,-11,46,3,-11,1,-3,11,-15,-4,-8,19
115,119,-15,5,-7,20,1,-11,-11,-8,-20,64,94,-1,22,6,-7,98,-19,8,-19,-14,-16,46,35,-12,36,-16,-20,22,34,-16,-19,54,-4,6,36,43,-12,94
9,-19,-19,6,-12,-8,101,77,-19,-17,-10,60,122,-19,-2,-4,-6,9,-9,59,-20,-18,-18,-16,7,-14,16,-14,-10,16,-18,-11,-10,-17,-14,-13,58,-6,16,26
-6,-15,-19,214,-18,-8,106,-3,104,6,-11,124,27,-11,-20,-16,30,-5,-8,97,43,28,72,-12,13,29,32,2342,1,270,-8,54,-12,-20,5,-6,-17,34,-14,1
4,-18,-19,-9,9,-10,9,-13,6,7,3,11,93,72,63,25,-15,-9,-8,-14,80,-4,-11,-8,16,-15,36,-18,-6,101,296,29,25,7,-4,-18,-6,-4,2,3
-3,7,89,-20,170,-19,28,-14,-17,9,-4,231,131,2,-17,1,-16,5,-7,50,-6,-18,-17,25,-7,6,11,-12,-18,-12,2,-2,-15,34,-18,-11,-16,48,-18,15
-7,-15,-2,22,18,-11,18,-18,-3,-14,3,48,129,-13,32,-3,65,-17,-15,-16,-11,-17,-19,73,20,54,-3,-19,91,65,135,-20,-20,-19,33,14,-19,-13,435,10
-13,6,53,-8,-19,-14,-17,23,-18,-19,34,17,92,-14,21,-20,-2,-12,122,-19,-20,-15,-17,35,-16,-17,595,72,28,-2,2350,4,4,-12,-5,199,-13,86,-20,-7
1,-9,28,3,-9,144,49,-18,-7,-2,-9,55,54,-10,2,-9,47,-15,-18,3,-16,11,2,-15,78,2341,-5,5,-12,7,-18,33,0,35,22,27,-6,278,201,73
-19,62,25,88,34,-6,-6,-12,29,60,117,35,66,25,-7,-1,-18,0,-3,-11,-5,37,2346,4,-17,-13,-15,81,33,-11,-13,-12,-3,-14,-17,-2,13,-4,58,-9
1,-7,-17,-4,-17,-20,-20,37,65,-8,-15,55,34,-12,-19,173,51,-10,-18,38,35,-11,14,-1,-16,-4,217,-14,7,-13,-9,50,74,66,-8,-18,195,78,17,29
28,-11,-8,-7,232,0,9,-19,-4,27,-10,93,101,-7,-11,109,40,62,-13,5,26,3,-20,-5,26,41,99,-15,-15,36,-15,9,-12,15,390,30,-18,18,-18,-10
-20,-15,-1,-1,-20,-19,2,17,-11,35,30,61,205,-6,8,3,91,-15,9,-9,3,-2,-11,-20,519,413,-9,62,-3,19,-13,-2,118,0,-4,-19,-16,-1,-18,-9
-12,-20,27,-7,59,-19,-14,20,0,57,66,160,52,-7,-18,-12,-9,-20,-15,0,-10,48,6,-3,26,6,12,-20,63,-10,-12,-18,-18,211,-20,4,-9,28,9,175
-19,-11,-16,75,21,18,-16,-20,-20,22,137,1,65,-18,14,-16,10,-10,-15,53,-9,-19,-19,-17,16,81,-10,-1,-18,-19,-16,2,-11,-3,350,-15,-20,111,2349,18
0,-15,-7,7,6,50,26,-16,148,-4,-20,-10,79,44,46,-12,25,-16,62,-16,-18,2342,-20,-18,60,192,10,42,-14,58,-6,6,-9,-19,171,88,14,29,-20,6
-20,-3,-13,76,-15,11,42,-12,-16,-7,-9,72,122,-2,-14,42,92,-17,10,88,-14,-13,-5,31,-10,168,129,-1,156,161,-12,-3,-16,27,-3,248,29,-20,17,233
-7,-14,-8,-16,-19,-2,3,55,-1,-10,17,27,23,-11,60,0,-1,31,-18,-10,-8,16,-17,-8,-7,269,-18,8,-16,-15,-9,46,160,26,10,74,-16,3,-20,-19
8,54,45,18,1,28,-14,-7,-18,-16,50,49,88,2,-7,-19,25,-8,2,16,-17,-14,-16,-10,-19,-15,19,6,-19,95,3,34,-6,-15,7,-4,6,67,79,224
-18,22,-20,29,56,-7,27,20,2,-18,-6,-2,81,-5,17,-3,-19,-5,5,-2,-10,-12,-15,-14,-12,-2,0,-15,6,646,-12,-19,-19,27,-17,84,-19,19,-1,113
40,23,10,3,67,-9,-11,-4,44,-8,46,-19,90,-19,-20,3,180,35,4,5,15,-18,146,1,-16,-19,-5,90,10,28,2,59,18,18,54,-9,-18,-16,129,16
-8,-16,59,-7,-18,21,31,-9,-18,-20,75,39,257,-18,-17,56,-10,-19,-3,-6,-12,35,-16,5,12,69,46,15,10,36,119,316,-20,-16,-17,138,31,105,198,33
-12,-17,221,-10,-1,6,-7,-9,-15,125,2352,68,39,101,11,-16,0,-10,-13,-20,20,-9,89,-17,-8,-19,1,-20,46,-20,1,-14,-15,60,106,-15,2,5,122,-7
2345,-16,96,77,29,-18,84,9,-19,13,74,127,66,-18,-15,-15,-13,10,669,121,64,-18,16,-12,-13,-14,-3,8,-19,134,7,23,70,-20,-17,10,6,120,-6,38
-18,30,175,-18,-7,29,-4,-9,-10,-14,1,43,35,68,50,2340,-13,-18,-15,-3,-19,1,-15,-16,32,19,-12,-4,-20,-18,-16,14,191,-13,-20,84,-20,156,-12,88
-3,-20,-6,-20,10,2,-9,156,5,90,-19,-7,94,-11,57,-12,101,2347,-18,60,-11,18,-14,-6,-20,-15,-18,-11,-13,47,-12,-6,3,-7,-6,41,-14,-16,-16,45
17,-5,124,-16,-15,53,63,4,-11,-20,13,-1,172,-15,-4,17,81,-16,-3,-8,-16,13,61,2,-17,-19,-17,21,125,7,3,-17,-19,43,33,-1,-12,50,-20,20
-15,-20,-2,-20,11,41,37,38,-15,34,-8,-20,240,-13,19,58,162,-17,-11,-11,14,121,-18,5,88,-20,5,-20,73,20,5,-14,7,162,-17,-15,15,13,-19,-11
11,2340,299,48,-6,29,51,-17,-16,9,182,-12,51,-14,-20,-16,-10,2340,-19,5,-11,3,10,-4,-15,-4,2,-5,211,-5,1,-20,-10,-15,0,30,-16,-11,-10,-18
-7,-18,-12,-16,11,-14,22,148,3,-18,31,43,149,50,-20,4,-11,-9,-5,-13,-15,79,-8,-18,46,-15,-17,30,-6,-20,48,-11,-8,12,-12,2,-16,49,2350,-16
-14,-12,100,-17,23,5,124,9,-18,-11,2345,-17,60,-11,30,-3,-18,3,6,-12,-13,-7,6,19,-11,-14,-11,92,-8,16,14,53,-5,7,-14,-7,-11,-18,-2,-8
0,-18,-9,8,23,28,67,21,46,-15,1,42,136,141,40,-6,223,-8,7,-18,-1,23,-9,11,173,-19,83,-18,-12,19,22,25,6,-7,37,-15,-11,49,-16,3
15,-20,19,44,-15,297,-5,2211,-15,6,2343,-14,101,-6,22,-10,9,-17,-12,4,5,-13,4,-16,-19,-16,-3,-9,33,53,-12,-15,-14,-20,5,2342,32,24,-17,-16
182,25,126,-9,-3,0,-9,27,19,6,-15,8,116,-18,-7,-20,-4,34,58,21,-18,-14,0,51,-6,38,-17,30,-20,-19,219,-19,16,-19,122,-11,-9,14,22,58
62,-18,128,31,-20,4,-20,-19,-7,2,44,-18,281,222,-13,77,-2,-20,-6,-19,35,14,-18,3,-12,-8,1,-10,-11,-18,-5,-8,21,42,-16,-13,58,29,-9,-19
-13,138,-18,41,-10,-11,3,23,24,3,-7,-9,140,46,-16,-19,90,34,-10,2341,-18,-2,-19,2343,28,-9,-9,-19,-6,127,-9,-20,23,24,4,-16,107,-13,-20,51
-3,-16,-19,0,-14,216,-2,-10,-18,-7,10,-5,8,230,-16,81,70,31,11,-20,-17,-4,19,-6,-17,-18,21,43,21,67,8,0,16,-15,12,46,9,14,-9,-19
-13,2343,-2,-17,82,-17,2,13,-18,5,40,1,289,69,63,2343,101,38,-17,-16,-20,123,-13,1,-5,-11,19,5,19,-6,-20,-12,-1,2,61,-8,5,-16,-11,10
-5,43,5,56,3,-6,-2,-20,187,-10,216,-6,49,13,-11,-16,-1,34,-13,142,23,89,15,31,-17,-2,-10,-18,-8,-19,-11,9,-10,-12,-5,-17,-15,7,-18,662
35,-17,5,21,-15,39,-12,-13,-19,-5,12,-18,106,0,-11,1,-7,-10,-7,-3,-19,3,32,24,-20,-19,34,-13,247,10,7,86,143,-9,-14,7,-13,53,-10,123
43,59,-6,-16,-20,236,-9,-17,-5,-18,40,1,2,220,2,2341,79,-3,-15,-12,118,9,-11,20,-15,-3,-1,5,1,72,-14,7,13,-11,-7,-11,80,59,2343,138
-18,-12,182,-16,2343,189,-20,39,465,-9,-17,-18,13,4,232,-19,4,7,-18,15,-12,50,-12,-12,-14,-9,-10,480,73,10,161,81,5,11,52,-9,-10,121,5,-2
-8,3,-16,-12,0,-16,11,-15,15,0,79,-15,196,56,2,-17,206,-20,88,-8,-15,15,-19,59,60,71,24,-9,-6,17,-13,-12,-16,141,-15,-18,-15,-6,-12,-17
-13,-8,-6,-19,72,79,-18,-8,-20,0,93,35,152,2,2,2352,120,-15,152,-4,-17,-12,53,99,-12,126,31,31,2,50,-11,13,-19,70,5,-18,11,-18,-5,-4
15,-14,-20,13,-12,104,-9,32,-1,14,18,32,211,-6,10,-13,-20,4,-3,2342,3,-7,37,2341,-16,0,-19,51,-17,3,17,5,12,-3,48,-19,-14,-18,-17,84
22,-5,4,27,132,-4,-7,-13,48,5,-9,10,24,1,-7,333,-19,-17,108,-16,-15,5,13,5,-16,7,-15,1,-18,-12,-12,270,-17,72,5,0,3,38,-15,74
3,9,-14,-14,-8,11,9,3,20,10,6,2,132,-19,-20,112,15,7,-11,-15,-20,-7,4,-5,-17,-20,-14,-15,-16,-9,4,-20,131,-13,-11,11,-3,-16,101,-19
12,-8,-10,-17,-1,130,42,5,66,-14,3,40,197,11,21,-11,-15,-20,-13,-2,-8,14,120,-12,-5,-15,-13,143,8,-14,-20,56,-15,-15,59,-18,-20,76,-10,95
-15,71,-13,-7,124,-13,7,16,14,-5,-9,9,1299,-20,-14,87,-7,0,-5,-19,-16,-11,-7,-20,413,-19,26,15,-13,-12,-19,-20,8,18,42,4,-19,-17,-6,99
1,14,196,31,-19,-15,-8,18,0,-1,-17,-3,293,-3,-15,38,109,6,-14,-18,-10,-1,-10,6,-15,142,87,-8,-10,-5,-12,-12,25,71,166,-8,7,78,-15,45
16,-8,-8,-4,-1,77,39,-19,-16,-19,21,-16,10,-20,8,13,-1,-8,-19,-13,540,-20,72,-18,-13,-11,354,82,-15,7,-14,-5,107,16,-5,-15,10,15,-6,89
190,-17,155,39,158,25,-14,-17,258,19,16,83,128,53,-15,70,1,-17,-18,-15,48,257,35,151,-5,-6,12,105,456,-7,-20,21,266,-20,-15,-10,-20,-20,57,100
16,-17,-1,358,-19,-19,24,-17,-18,6,0,-1,97,26,19,-16,20,-20,-13,9,80,-17,-17,7,-12,-4,199,-11,-18,15,-13,2,-12,-18,177,23,-20,-5,-1,105
122,15,84,5,117,-19,-6,29,213,-9,37,-20,54,28,6,-7,41,44,6,-7,80,-16,1,16,-15,-19,-13,79,-11,116,27,-7,-20,-20,-19,-13,272,-15,49,92
0,-17,22,63,63,17,-14,-20,17,112,4,-9,112,34,2340,98,6,-15,-19,-8,15,65,56,-17,-15,27,20,65,29,45,-13,-17,95,-9,-12,207,2345,23,94,102
33,-12,0,3,88,-1,-12,-8,0,-11,42,3,153,68,-4,34,49,-13,-19,10,-12,-13,-18,22,-18,6,343,2,-5,39,6,19,-15,-7,107,100,7,-18,-6,101
6,-10,-15,12,-9,-9,-15,21,8,-18,164,71,184,-7,0,-18,-1,-18,15,-11,-4,-13,-13,37,19,-18,170,-9,-8,14,-14,7,62,-16,-8,17,-6,-5,15,88
-18,-18,41,14,25,-19,57,-14,14,21,34,52,212,9,-20,24,-14,15,-10,123,-18,16,-11,11,-7,-9,207,-3,-18,0,7,-5,-17,-15,-12,28,1,-16,10,95
27,-11,25,3,-8,5,366,-8,8,-9,104,2346,11,28,25,-1,40,-17,20,7,26,-20,-8,23,765,-18,53,45,-2,46,-20,26,-20,-14,118,7,136,5,-1,178
-12,-1,1,-12,12,11,-4,-3,14,-11,-6,-15,127,-14,8,42,-5,-6,-9,-12,19,-7,-2,-17,-18,-10,145,-19,64,-3,-16,-9,-16,-18,4,27,116,42,26,200
-18,92,42,-6,38,114,-10,-3,-10,-18,105,-11,-15,28,-12,-2,80,2351,-2,13,41,-20,19,2350,15,-7,-15,42,-12,17,-14,13,8,0,-9,37,-20,-13,-13,-13
18,-11,33,-18,17,-15,20,3,6,31,117,-14,34,-17,54,-1,33,-16,-18,-12,2351,15,-19,-10,-4,-4,-17,-1,-10,2344,77,2349,24,-13,-8,32,-9,-19,-20,324
-20,-19,-8,-2,-15,-8,33,-9,2,-5,6,-4,-20,-19,54,144,17,-14,-19,4,-17,23,-9,177,-19,-14,8,-11,30,32,-16,12,31,-14,32,-11,-8,3,-11,48
6,53,-9,172,31,2351,21,10,63,144,-10,22,6,-15,-3,36,-13,20,-10,2,0,-13,-5,11,275,0,-17,-19,42,180,16,-11,62,-19,-20,-12,7,-10,24,-10
-6,61,-9,-13,76,-6,-12,-14,458,223,192,-18,18,-12,-8,13,-3,18,-2,-20,11,-19,-19,-14,22,-12,17,-10,41,74,115,68,-2,-18,2350,2351,15,-4,22,-13
-16,2343,-20,-1,11,-1,-19,32,25,-4,-4,-16,-20,33,96,154,-18,6,-18,-13,-18,-1,-13,-20,2355,-16,145,-6,2349,30,-19,61,6,-18,2,-7,1,-13,163,297
